Price,close,ret
Ticker,GC=F,
Date,,
2016-01-05,1078.4000244140625,0.0030695273956511393
2016-01-06,1091.9000244140625,0.012518545710656026
2016-01-07,1107.699951171875,0.01447012217651622
2016-01-08,1097.800048828125,-0.00893735016714281
2016-01-11,1096.5,-0.001184230980416534
2016-01-12,1085.5999755859375,-0.00994074273968304
2016-01-13,1087.5,0.0017502067582830794
2016-01-14,1073.9000244140625,-0.012505724676724173
2016-01-15,1091.5,0.016388839916025022
2016-01-19,1089.9000244140625,-0.0014658502848717836
2016-01-20,1107.0999755859375,0.015781219182118944
2016-01-21,1099.0999755859375,-0.0072260863304292045
2016-01-22,1097.199951171875,-0.0017287093588093105
2016-01-25,1106.199951171875,0.008202698141198006
2016-01-26,1121.699951171875,0.014011933361215423
2016-01-27,1116.0999755859375,-0.004992400668366814
2016-01-28,1115.5999755859375,-0.0004479885412931317
2016-01-29,1116.4000244140625,0.0007171466884487998
2016-02-01,1127.9000244140625,0.010300967169931452
2016-02-02,1127.300048828125,-0.0005319403962680269
2016-02-03,1141.300048828125,0.012419053839795025
2016-02-04,1157.5999755859375,0.014281894383995741
2016-02-05,1157.800048828125,0.00017283452523075837
2016-02-08,1197.9000244140625,0.03463462937881623
2016-02-09,1198.699951171875,0.0006677742228144989
2016-02-10,1194.699951171875,-0.0033369484966521146
2016-02-11,1247.9000244140625,0.044530070659167365
2016-02-12,1239.0999755859375,-0.007051886093404791
2016-02-16,1207.9000244140625,-0.025179526903889582
2016-02-17,1211.0999755859375,0.002649185451773839
2016-02-18,1226.0999755859375,0.012385434978431809
2016-02-19,1230.4000244140625,0.003507094783253839
2016-02-22,1209.5,-0.016986365409099702
2016-02-23,1222.300048828125,0.010582925860376236
2016-02-24,1238.699951171875,0.013417247556746226
2016-02-25,1238.199951171875,-0.00040364900275247084
2016-02-26,1219.800048828125,-0.014860202769621855
2016-02-29,1233.9000244140625,0.011559251534285053
2016-03-01,1230.300048828125,-0.0029175585660977665
2016-03-02,1241.0999755859375,0.00877828686433002
2016-03-03,1257.4000244140625,0.013133550196413157
2016-03-04,1269.9000244140625,0.009941148208443051
2016-03-07,1263.199951171875,-0.005276063558845023
2016-03-08,1262.0999755859375,-0.0008707850130275085
2016-03-09,1256.5999755859375,-0.004357816422147165
2016-03-10,1272.0,0.012255311724705065
2016-03-11,1258.699951171875,-0.010456013229658057
2016-03-14,1244.4000244140625,-0.011360870193487305
2016-03-15,1230.4000244140625,-0.011250401579341096
2016-03-16,1229.300048828125,-0.0008939983453440936
2016-03-17,1264.5,0.028634141197204643
2016-03-18,1253.800048828125,-0.00846180401097274
2016-03-21,1243.800048828125,-0.007975753398116847
2016-03-22,1248.199951171875,0.0035374675759947127
2016-03-23,1223.699951171875,-0.019628265469004536
2016-03-24,1221.4000244140625,-0.0018794858622083188
2016-03-28,1219.9000244140625,-0.0012280988783504032
2016-03-29,1235.5999755859375,0.012869867085555597
2016-03-30,1226.9000244140625,-0.007041074250385471
