Date,close,ds,y,lag_1,lag_2,lag_3,lag_5,lag_10,lag_21,rolling_mean_7,rolling_mean_21,rolling_mean_63
2016-06-06,1244.5999755859375,2016-06-06,1244.5999755859375,1240.0999755859375,1209.800048828125,1211.9000244140625,1213.800048828125,1252.4000244140625,1271.4000244140625,1222.1571568080358,1248.9380987258185,1247.2476147848463
2016-06-07,1244.4000244140625,2016-06-07,1244.4000244140625,1244.5999755859375,1240.0999755859375,1209.800048828125,1214.800048828125,1251.0999755859375,1292.9000244140625,1225.6285923549108,1246.6285749162946,1246.9666631789435
2016-06-08,1259.800048828125,2016-06-08,1259.800048828125,1244.4000244140625,1244.5999755859375,1240.0999755859375,1211.9000244140625,1228.9000244140625,1265.5999755859375,1232.2000209263392,1246.3523879278273,1247.0174579923116
2016-06-09,1270.199951171875,2016-06-09,1270.199951171875,1259.800048828125,1244.4000244140625,1244.5999755859375,1209.800048828125,1223.5,1263.9000244140625,1240.114292689732,1246.6523844401042,1246.9888857886904
2016-06-10,1273.4000244140625,2016-06-10,1273.4000244140625,1270.199951171875,1259.800048828125,1244.4000244140625,1240.0999755859375,1220.0999755859375,1274.5999755859375,1248.9000069754463,1246.5952439081102,1247.2222202845983
2016-06-13,1284.4000244140625,2016-06-13,1284.4000244140625,1273.4000244140625,1270.199951171875,1259.800048828125,1244.5999755859375,1213.800048828125,1270.300048828125,1259.5571463448662,1247.2666713169642,1247.8571409195188
2016-06-14,1285.5999755859375,2016-06-14,1285.5999755859375,1284.4000244140625,1273.4000244140625,1270.199951171875,1244.4000244140625,1214.800048828125,1271.9000244140625,1266.0571463448662,1247.9190499441963,1248.7333306206597
2016-06-15,1285.800048828125,2016-06-15,1285.800048828125,1285.5999755859375,1284.4000244140625,1273.4000244140625,1259.800048828125,1211.9000244140625,1273.4000244140625,1271.94287109375,1248.5095272972471,1249.6301560174852
2016-06-16,1296.0999755859375,2016-06-16,1296.0999755859375,1285.800048828125,1285.5999755859375,1284.4000244140625,1270.199951171875,1209.800048828125,1276.199951171875,1279.328578404018,1249.4571475074404,1250.1317429315477
2016-06-17,1292.5,2016-06-17,1292.5,1296.0999755859375,1285.800048828125,1285.5999755859375,1273.4000244140625,1240.0999755859375,1273.699951171875,1284.0,1250.3523879278273,1250.7460278707838
2016-06-20,1290.0,2016-06-20,1290.0,1292.5,1296.0999755859375,1285.800048828125,1284.4000244140625,1244.5999755859375,1254.199951171875,1286.828578404018,1252.057152157738,1251.4793604290674
2016-06-21,1270.5,2016-06-21,1270.5,1290.0,1292.5,1296.0999755859375,1285.5999755859375,1244.4000244140625,1252.4000244140625,1286.4142892020088,1252.9190557570685,1251.8333294580852
2016-06-22,1268.0,2016-06-22,1268.0,1270.5,1290.0,1292.5,1285.800048828125,1259.800048828125,1251.0999755859375,1284.0714285714287,1253.7238188244048,1252.5365048363096
2016-06-23,1261.199951171875,2016-06-23,1261.199951171875,1268.0,1270.5,1290.0,1296.0999755859375,1270.199951171875,1228.9000244140625,1280.5857107979912,1255.2619105747767,1253.1682497054812
2016-06-24,1320.0,2016-06-24,1320.0,1261.199951171875,1268.0,1270.5,1292.5,1273.4000244140625,1223.5,1285.4714181082588,1259.8571486700148,1254.7571382068452
2016-06-27,1322.5,2016-06-27,1322.5,1320.0,1261.199951171875,1268.0,1290.0,1284.4000244140625,1220.0999755859375,1289.2428501674108,1264.7333403087798,1256.1365036737352
2016-06-28,1315.300048828125,2016-06-28,1315.300048828125,1322.5,1320.0,1261.199951171875,1270.5,1285.5999755859375,1213.800048828125,1292.5,1269.566673642113,1257.5396786644346
2016-06-29,1323.9000244140625,2016-06-29,1323.9000244140625,1315.300048828125,1322.5,1320.0,1268.0,1285.800048828125,1214.800048828125,1297.3428606305804,1274.7619105747767,1258.9634893508185
2016-06-30,1318.4000244140625,2016-06-30,1318.4000244140625,1323.9000244140625,1315.300048828125,1322.5,1261.199951171875,1296.0999755859375,1211.9000244140625,1304.1857212611608,1279.8333391462054,1260.490474640377
2016-07-01,1336.699951171875,2016-07-01,1336.699951171875,1318.4000244140625,1323.9000244140625,1315.300048828125,1320.0,1292.5,1209.800048828125,1314.0,1285.8761916387648,1262.3746008494543
2016-07-05,1356.4000244140625,2016-07-05,1356.4000244140625,1336.699951171875,1318.4000244140625,1323.9000244140625,1322.5,1290.0,1240.0999755859375,1327.6000104631696,1291.4142892020088,1264.4063468812003
2016-07-06,1364.9000244140625,2016-07-06,1364.9000244140625,1356.4000244140625,1336.699951171875,1318.4000244140625,1315.300048828125,1270.5,1244.5999755859375,1334.0142996651787,1297.1428629557292,1266.6666647290426
2016-07-07,1360.0999755859375,2016-07-07,1360.0999755859375,1364.9000244140625,1356.4000244140625,1336.699951171875,1323.9000244140625,1268.0,1244.4000244140625,1339.3857247488838,1302.6523844401042,1268.633331783234
2016-07-08,1356.5999755859375,2016-07-08,1356.5999755859375,1360.0999755859375,1364.9000244140625,1356.4000244140625,1318.4000244140625,1261.199951171875,1259.800048828125,1345.2857142857142,1307.2619047619048,1270.4444425068205
2016-07-11,1355.0,2016-07-11,1355.0,1356.5999755859375,1360.0999755859375,1364.9000244140625,1336.699951171875,1320.0,1270.199951171875,1349.7285679408483,1311.3000023251489,1272.0047607421875
2016-07-12,1334.0999755859375,2016-07-12,1334.0999755859375,1355.0,1356.5999755859375,1360.0999755859375,1356.4000244140625,1322.5,1273.4000244140625,1351.9714181082588,1314.1904761904761,1273.1904742528523
2016-07-13,1342.4000244140625,2016-07-13,1342.4000244140625,1334.0999755859375,1355.0,1356.5999755859375,1364.9000244140625,1315.300048828125,1284.4000244140625,1352.7857142857142,1316.952380952381,1274.7079341827878
2016-07-14,1331.300048828125,2016-07-14,1331.300048828125,1342.4000244140625,1334.0999755859375,1355.0,1360.0999755859375,1323.9000244140625,1285.5999755859375,1349.2000034877233,1319.1285749162946,1276.395236545139
2016-07-15,1326.5,2016-07-15,1326.5,1331.300048828125,1342.4000244140625,1334.0999755859375,1356.5999755859375,1318.4000244140625,1285.800048828125,1343.7142857142858,1321.0666678292412,1277.8777766152034
2016-07-18,1328.4000244140625,2016-07-18,1328.4000244140625,1326.5,1331.300048828125,1342.4000244140625,1355.0,1336.699951171875,1296.0999755859375,1339.1857212611608,1322.6047653924852,1279.3825392950148
2016-07-19,1331.5,2016-07-19,1331.5,1328.4000244140625,1326.5,1331.300048828125,1334.0999755859375,1356.4000244140625,1292.5,1335.6000104631696,1324.4619082496279,1280.6285710410466
2016-07-20,1318.800048828125,2016-07-20,1318.800048828125,1331.5,1328.4000244140625,1326.5,1342.4000244140625,1364.9000244140625,1290.0,1330.4285888671875,1325.8333391462054,1281.6698424324156
2016-07-21,1330.5,2016-07-21,1330.5,1318.800048828125,1331.5,1328.4000244140625,1331.300048828125,1360.0999755859375,1270.5,1329.914306640625,1328.6904820033483,1282.9634932260665
2016-07-22,1323.0999755859375,2016-07-22,1323.0999755859375,1330.5,1318.800048828125,1331.5,1326.5,1356.5999755859375,1268.0,1327.1571568080358,1331.3142903645833,1284.461906312004
2016-07-25,1319.300048828125,2016-07-25,1319.300048828125,1323.0999755859375,1330.5,1318.800048828125,1328.4000244140625,1355.0,1261.199951171875,1325.44287109375,1334.0809616815477,1285.7380971757193
2016-07-26,1320.699951171875,2016-07-26,1320.699951171875,1319.300048828125,1323.0999755859375,1330.5,1331.5,1334.0999755859375,1320.0,1324.614292689732,1334.114292689732,1286.9841289217509
2016-07-27,1326.5999755859375,2016-07-27,1326.5999755859375,1320.699951171875,1319.300048828125,1323.0999755859375,1318.800048828125,1342.4000244140625,1322.5,1324.357142857143,1334.3095296223958,1288.2127007378472
2016-07-28,1332.300048828125,2016-07-28,1332.300048828125,1326.5999755859375,1320.699951171875,1319.300048828125,1330.5,1331.300048828125,1315.300048828125,1324.471435546875,1335.1190534319196,1289.2730189732142
2016-07-29,1349.0,2016-07-29,1349.0,1332.300048828125,1326.5999755859375,1320.699951171875,1323.0999755859375,1326.5,1323.9000244140625,1328.7857142857142,1336.3142903645833,1290.2222260974702
2016-08-01,1351.4000244140625,2016-08-01,1351.4000244140625,1349.0,1332.300048828125,1326.5999755859375,1319.300048828125,1328.4000244140625,1318.4000244140625,1331.7714320591517,1337.885718936012,1291.1222272600446
2016-08-02,1364.4000244140625,2016-08-02,1364.4000244140625,1351.4000244140625,1349.0,1332.300048828125,1320.699951171875,1331.5,1336.699951171875,1337.6714390345983,1339.2047700427827,1292.2920696924602
2016-08-03,1356.0999755859375,2016-08-03,1356.0999755859375,1364.4000244140625,1351.4000244140625,1349.0,1326.5999755859375,1318.800048828125,1356.4000244140625,1342.9285714285713,1339.1904820033483,1293.6063542441716
2016-08-04,1358.800048828125,2016-08-04,1358.800048828125,1356.0999755859375,1364.4000244140625,1351.4000244140625,1332.300048828125,1330.5,1364.9000244140625,1348.3714425223213,1338.9000069754463,1294.993656218998
2016-08-05,1336.4000244140625,2016-08-05,1336.4000244140625,1358.800048828125,1356.0999755859375,1364.4000244140625,1349.0,1323.0999755859375,1360.0999755859375,1349.771449497768,1337.7714378720239,1295.6841324094742
2016-08-08,1333.4000244140625,2016-08-08,1333.4000244140625,1336.4000244140625,1358.800048828125,1356.0999755859375,1351.4000244140625,1319.300048828125,1356.5999755859375,1349.9285888671875,1336.6666782924108,1296.7603236607142
2016-08-09,1339.0,2016-08-09,1339.0,1333.4000244140625,1336.4000244140625,1358.800048828125,1364.4000244140625,1320.699951171875,1355.0,1348.5000174386162,1335.904773530506,1297.9523867652529
2016-08-10,1344.300048828125,2016-08-10,1344.300048828125,1339.0,1333.4000244140625,1336.4000244140625,1356.0999755859375,1326.5999755859375,1334.0999755859375,1347.4857352120537,1336.3904913039435,1299.0587371341767
2016-08-11,1342.5,2016-08-11,1342.5,1344.300048828125,1339.0,1333.4000244140625,1358.800048828125,1332.300048828125,1342.4000244140625,1344.3571602957588,1336.395252046131,1300.2047681051588
2016-08-12,1335.800048828125,2016-08-12,1335.800048828125,1342.5,1344.300048828125,1339.0,1336.4000244140625,1349.0,1331.300048828125,1341.4571707589287,1336.6095377604167,1301.2190542069693
2016-08-15,1340.300048828125,2016-08-15,1340.300048828125,1335.800048828125,1342.5,1344.300048828125,1333.4000244140625,1351.4000244140625,1326.5,1338.8143136160713,1337.2666829427083,1302.2809593563989
2016-08-16,1350.5,2016-08-16,1350.5,1340.300048828125,1335.800048828125,1342.5,1339.0,1364.4000244140625,1328.4000244140625,1340.8285958426338,1338.3190627325148,1303.4603252108134
2016-08-17,1342.699951171875,2016-08-17,1342.699951171875,1350.5,1340.300048828125,1335.800048828125,1344.300048828125,1356.0999755859375,1331.5,1342.1571568080358,1338.8523937406994,1304.5555633060517
2016-08-18,1351.199951171875,2016-08-18,1351.199951171875,1342.699951171875,1350.5,1340.300048828125,1342.5,1358.800048828125,1318.800048828125,1343.9000069754463,1340.3952462332588,1306.095245845734
2016-08-19,1340.4000244140625,2016-08-19,1340.4000244140625,1351.199951171875,1342.699951171875,1350.5,1335.800048828125,1336.4000244140625,1330.5,1343.3428606305804,1340.866675967262,1307.4920712425596
2016-08-22,1337.699951171875,2016-08-22,1337.699951171875,1340.4000244140625,1351.199951171875,1342.699951171875,1340.300048828125,1333.4000244140625,1323.0999755859375,1342.6571393694196,1341.5619128999256,1308.8666740296378
2016-08-23,1340.5999755859375,2016-08-23,1340.5999755859375,1337.699951171875,1340.4000244140625,1351.199951171875,1350.5,1339.0,1319.300048828125,1343.3428431919642,1342.576195126488,1310.6396891276042
2016-08-24,1324.4000244140625,2016-08-24,1324.4000244140625,1340.5999755859375,1337.699951171875,1340.4000244140625,1342.699951171875,1344.300048828125,1320.699951171875,1341.0714111328125,1342.7523890904017,1312.2412768167162
2016-08-25,1320.0999755859375,2016-08-25,1320.0999755859375,1324.4000244140625,1340.5999755859375,1337.699951171875,1351.199951171875,1342.5,1326.5999755859375,1336.728550502232,1342.4428652808779,1313.828578404018
2016-08-26,1321.5,2016-08-26,1321.5,1320.0999755859375,1324.4000244140625,1340.5999755859375,1340.4000244140625,1335.800048828125,1332.300048828125,1333.699986049107,1341.9285772414435,1315.538101438492
2016-08-29,1322.9000244140625,2016-08-29,1322.9000244140625,1321.5,1320.0999755859375,1324.4000244140625,1337.699951171875,1340.300048828125,1349.0,1329.6571393694196,1340.6857212611608,1317.2539740668403
2016-08-30,1311.699951171875,2016-08-30,1311.699951171875,1322.9000244140625,1321.5,1320.0999755859375,1340.5999755859375,1350.5,1351.4000244140625,1325.55712890625,1338.7952415829614,1318.838099888393
2016-08-31,1306.9000244140625,2016-08-31,1306.9000244140625,1311.699951171875,1322.9000244140625,1321.5,1324.4000244140625,1342.699951171875,1364.4000244140625,1321.1571393694196,1336.0571463448662,1320.3793693421378
2016-09-01,1312.199951171875,2016-09-01,1312.199951171875,1306.9000244140625,1311.699951171875,1322.9000244140625,1320.0999755859375,1351.199951171875,1356.0999755859375,1317.0999930245537,1333.9666689918154,1321.5238133990576
2016-09-02,1322.0999755859375,2016-09-02,1322.0999755859375,1312.199951171875,1306.9000244140625,1311.699951171875,1321.5,1340.4000244140625,1358.800048828125,1316.7714146205358,1332.2190464564733,1322.7539721292162
2016-09-06,1349.4000244140625,2016-09-06,1349.4000244140625,1322.0999755859375,1312.199951171875,1306.9000244140625,1322.9000244140625,1337.699951171875,1336.4000244140625,1320.9571358816963,1332.8380940755208,1324.420638795883
2016-09-07,1344.300048828125,2016-09-07,1344.300048828125,1349.4000244140625,1322.0999755859375,1312.199951171875,1311.699951171875,1340.5999755859375,1333.4000244140625,1324.2142857142858,1333.357142857143,1325.7619086371528
2016-09-08,1336.800048828125,2016-09-08,1336.800048828125,1344.300048828125,1349.4000244140625,1322.0999755859375,1306.9000244140625,1324.4000244140625,1339.0,1326.2000034877233,1333.2523832775298,1326.8190530443949
2016-09-09,1330.0999755859375,2016-09-09,1330.0999755859375,1336.800048828125,1344.300048828125,1349.4000244140625,1312.199951171875,1320.0999755859375,1344.300048828125,1328.828578404018,1332.5761893136162,1327.7190522693452
2016-09-12,1321.0,2016-09-12,1321.0,1330.0999755859375,1336.800048828125,1344.300048828125,1322.0999755859375,1321.5,1342.5,1330.8428606305804,1331.5523797898065,1328.3000042627727
2016-09-13,1319.0,2016-09-13,1319.0,1321.0,1330.0999755859375,1336.800048828125,1349.4000244140625,1322.9000244140625,1335.800048828125,1331.8142961774554,1330.7523774646577,1328.8301633804563
2016-09-14,1321.5,2016-09-14,1321.5,1319.0,1321.0,1330.0999755859375,1344.300048828125,1311.699951171875,1340.300048828125,1331.7285853794642,1329.8571370442708,1329.3968292720733
2016-09-15,1313.5,2016-09-15,1313.5,1321.5,1319.0,1321.0,1336.800048828125,1306.9000244140625,1350.5,1326.6000104631696,1328.0952322823662,1329.6730201357886
2016-09-16,1305.800048828125,2016-09-16,1305.800048828125,1313.5,1321.5,1319.0,1330.0999755859375,1312.199951171875,1342.699951171875,1321.1000104631696,1326.3380940755208,1329.8841320219494
2016-09-19,1313.5,2016-09-19,1313.5,1305.800048828125,1313.5,1321.5,1321.0,1322.0999755859375,1351.199951171875,1317.7714320591517,1324.5428583054315,1330.2571478949653
2016-09-20,1313.699951171875,2016-09-20,1313.699951171875,1313.5,1305.800048828125,1313.5,1319.0,1349.4000244140625,1340.4000244140625,1315.4285714285713,1323.2714262462798,1330.9428614056299
2016-09-21,1326.9000244140625,2016-09-21,1326.9000244140625,1313.699951171875,1313.5,1305.800048828125,1321.5,1344.300048828125,1337.699951171875,1316.2714320591517,1322.7571440197173,1331.8777824280753
2016-09-22,1340.4000244140625,2016-09-22,1340.4000244140625,1326.9000244140625,1313.699951171875,1313.5,1313.5,1336.800048828125,1340.5999755859375,1319.328578404018,1322.7476225353423,1333.1349264477926
2016-09-23,1337.199951171875,2016-09-23,1337.199951171875,1340.4000244140625,1326.9000244140625,1313.699951171875,1305.800048828125,1330.0999755859375,1324.4000244140625,1321.5714285714287,1323.357142857143,1333.4079415457588
2016-09-26,1339.699951171875,2016-09-26,1339.699951171875,1337.199951171875,1340.4000244140625,1326.9000244140625,1313.5,1321.0,1320.0999755859375,1325.3142787388392,1324.2904750279017,1333.6809566437253
2016-09-27,1325.9000244140625,2016-09-27,1325.9000244140625,1339.699951171875,1337.199951171875,1340.4000244140625,1313.699951171875,1319.0,1321.5,1328.1857038225446,1324.5,1333.8492102244543
2016-09-28,1319.4000244140625,2016-09-28,1319.4000244140625,1325.9000244140625,1339.699951171875,1337.199951171875,1326.9000244140625,1321.5,1322.9000244140625,1329.028564453125,1324.3333333333333,1333.7777816530258
2016-09-29,1321.699951171875,2016-09-29,1321.699951171875,1319.4000244140625,1325.9000244140625,1339.699951171875,1340.4000244140625,1313.5,1311.699951171875,1330.171421595982,1324.8095238095239,1333.8301614428324
2016-09-30,1313.300048828125,2016-09-30,1313.300048828125,1321.699951171875,1319.4000244140625,1325.9000244140625,1337.199951171875,1305.800048828125,1306.9000244140625,1328.2285679408483,1325.1142868768602,1333.4587344215029
2016-10-03,1309.0,2016-10-03,1309.0,1313.300048828125,1321.699951171875,1319.4000244140625,1339.699951171875,1313.5,1312.199951171875,1323.7428501674108,1324.9619082496279,1332.7063530815972
2016-10-04,1266.300048828125,2016-10-04,1266.300048828125,1309.0,1313.300048828125,1321.699951171875,1325.9000244140625,1313.699951171875,1322.0999755859375,1313.614292689732,1322.3047688802083,1331.1412741040426
2016-10-05,1265.199951171875,2016-10-05,1265.199951171875,1266.300048828125,1309.0,1313.300048828125,1319.4000244140625,1326.9000244140625,1349.4000244140625,1302.971435546875,1318.2952415829614,1329.6349245101687
2016-10-06,1249.800048828125,2016-10-06,1249.800048828125,1265.199951171875,1266.300048828125,1309.0,1321.699951171875,1340.4000244140625,1344.300048828125,1292.1000104631696,1313.7952415829614,1327.9396875775049
2016-10-07,1248.9000244140625,2016-10-07,1248.9000244140625,1249.800048828125,1265.199951171875,1266.300048828125,1313.300048828125,1337.199951171875,1336.800048828125,1282.0285818917412,1309.6095261346727,1326.2555609809028
2016-10-11,1253.0,2016-10-11,1253.0,1248.9000244140625,1249.800048828125,1265.199951171875,1309.0,1339.699951171875,1330.0999755859375,1272.2143031529017,1305.9380987258185,1324.9682597811259
2016-10-12,1251.0999755859375,2016-10-12,1251.0999755859375,1253.0,1248.9000244140625,1249.800048828125,1266.300048828125,1325.9000244140625,1321.0,1263.328578404018,1302.6095261346727,1323.5190526568701
2016-10-13,1255.0,2016-10-13,1255.0,1251.0999755859375,1253.0,1248.9000244140625,1265.199951171875,1319.4000244140625,1319.0,1255.614292689732,1299.5619070870537,1322.3079407707094
2016-10-14,1253.0999755859375,2016-10-14,1253.0999755859375,1255.0,1251.0999755859375,1253.0,1249.800048828125,1321.699951171875,1321.5,1253.7285679408483,1296.3047630673364,1321.1428610181051
